,features_string_format
906,shawe nadali kakie
1470,pnoy wala namang pandemya naisip linisin manila bay
2515,showbiz showbiz
1931,aapply cla cook carpenter mason farmer boto cla professional
2806,kaloka
1811,unahin emosyon reading comprehension bow
2351,ngparinig nman malapit election
651,proud proud anak
1689,sana
543,bam aquino author free tuition state university
2144,lutang paren
2279,fake news poisoned
1089,sagot pesos
1875,haha tsaka mostly 31m bomoto mahihirap cla narin nagsabi elite cla mayayaman
1572,yes buti
2638,salbahe tlga lugaw ibagsak nia bansa natin
2971,fake news carried haters kakampinks spread fools kakampinks accepted idiot kakampinks
340,gun salute binibigay head state
2842,matatalinong tao silang uto uto
106,love song much !!!!! kinda song start yourr day beautiful
925,nice gamer
2704,non sense content
1717,clean good
1221,tour sabay bus uwi
1639,dismiss dibah
1316,kumukuha simpatya tao gagamitin nnmn pagkamatay pnoy maka kuha simpatya gaya ama pinoy
323,jusko bam nasa timing nasa bear market global market naka discount
1809,31m nka taas kamay
2633,showbiz showbiz
529,agree sayo
1955,gangs new york style brawl popcorn
62,gun salute binibigay head state
2425,answer bobo
1848,wahahhahahah
954,thanks bam good job
2511,kaputanginahan
2658,puro paganda dyansa nagsimula paghihirap nang pinas sinisisi bagong president nahirapan ibangon lugmok
855,started like nkita yun support nmimigay hoodie tshirt bbm sara pocket plus courage
313,thanks bam good job
1500,ans canned goods
2385,nio mauuto pilipino kakaganyan nio bbmsa2022
914,wah basta bam tama kya filed last 2016 dont invalidate governments action
2505,pic tpos post
1256,ciang tunay kapatid pakitang tao yang lelen
2108,repair sakalam
1678,sakit tao pilitin patakbuhin political gain
1151,kampanya congress nagcocommute ending picture taking pla pra sabihing nasa laylayan
1986,early campaign strategy
650,"magdiwang ,,,"
2864,lutang maka move
771,nanlibre
1946,kaawaan
2341,dilawabubu
2247,dilaws sinabi enrile pineke assasination maniwala dilaws sinungaling yang enrile
1976,masama magbus sariling sasakyan
1052,manood man hindi movie toni pbmm rin president
2176,susunnod kris pamilya bise pres
1756,tahimik ngalang nabuking mupa
1532,smb
70,tama lods tao nagkakamali hindi perpektong tao
713,bbm sakalam maharlika
1182,artista
873,love mritess
52,!.. galing
788,hangcute bam
1489,joke napadaan cla jan tpos picture sbay post tpos alis agd kng bus dami picture kumakalat
469,tama nagkakamali diyos nagpapatawad
131,mas magaling ekonimista cong sandro nlng mali
2363,bye bye joma
2606,pic tpos post
2744,sakit tiyan tawa caption bagay bagay matsing
499,best xmas gift ever hehehe
742,magandan xmas gift
635,thanks bam supporting filipino players
1220,twin brother aquino
2428,basta inisyal pangalan dalawang matigas ulo
1818,hands see taning
267,tama bam aquino pera miyembro
179,"piro matuturin amoris ,,, dpat boy rin"
501,salamat tigil ninyong pagsubaybay maam leni anak
2161,mukha pinag sinabi kanta bagong pilipinas bagong mukha hindi apilido marcos duterte mukha naba aplido ngayun
2190,hesus maria jose !!!
1313,gising taong bayan pekeng edsa revolution daming naloko nyang alyansang .... naku wag
321,hail yehe
395,bam esports !!!!!!
1335,sama niyo next time beke nemen
2630,years namuno dilawan nahubaran maskara d30 nagawa tulay ilog
2011,tama nauuso yun cancel culture created pinklawan
2034,panggap
2329,lol trying bring wla pang year upo sigi hila bbm paninira wla magawadi maka move
813,bbm sakalam maharlika
2235,sayang tlaga nabudol
2964,prank mama lenlen
882,salamat senator bam aquino
2479,!!!!! dami tawa dto grabe nmn ayaw magsisuko !!! itulog pbbmvpsara sakalam
2675,tunay magnanakaw mfa aquino
1352,face reveal
1559,answer pesos sana mapili pandagdag need nang babys
2783,bad timing nasa pwesto peru nasa pwesto wla namang
1057,leko
795,namamasko
2553,omg embarassing shet
841,gwapo kasai papa gabi
1923,mapag usapan
2874,president acting
2564,wag muna turoan talo olit
2237,oto2 hindi marunong panday
2050,puro plastic bbm
2989,utang loob
1693,bata wala nang maniniwala sainyo
1804,nang mgcollege pnganay mgksama mliit apartment asawa ank kht binibgyan cla pnsmantalang bahay pnoy dat tym ayaw jessie
902,mahigpit yakap forever kakampink
1127,silang matalak kayang isigaw oust bbm dati nagmura prrd oust duterte agad
680,nakataas kamay paa nakataas saya !!!
337,miss kita kuya
2893,patay jan tuwad daan kabarilan boss
2629,crocs
1928,"pamasahe europa papuntang maynila naka bus ???, best actres ???"
144,proud proud anak
1743,nalinlang match
2676,kupal leni
1280,buti sana single captain
2750,maybe babayad utang marcos sinabi historians kakautang lalo binabayaran utang although
1367,tapos daming paruparo pagbaba bussabay labas rainbow
764,wala bang car dba galing vacation abroad tapos bus
2888,kris tatakbo pagka bise presidente hirap yatang maglakad jusko atska malakas hinanghina
1419,aleksyon tama
2914,answer bobo
1104,anay
975,31m silent smile trust bbm maharlika
2219,"tao ,.."
1859,wala lenlen
344,stock prices low atm therefore best time invest
1571,nagkatotoo ?????
1844,hoy
1332,bam aquino
1812,reflect tuloy boto magic hahhaa hangin
156,agree bro
583,big check
2381,pakitang tao
889,salamat tigil ninyong pagsubaybay maam leni anak
1556,apaw apaw tao ......... sisisihin true
2059,boy pagpag
1283,content wala trabaho ?!?
2930,hay nku bias nnmn
1944,matagal tagal nang wala trono taning ninoy corykong nakaupo dun
462,tama kayu
154,efficient always
137,tumpak
1758,bam tara duo
105,hindi pensioner directly investable pera yang gsis etc ayun ipapasok hindi contribution tao
2098,nakakatawa tsaka judge tapos term dmi namng salot banda kontrabida
1427,atty case
728,tama taong tapat mapagkakatiwalaan
1227,answerelection
2635,mark nasa loob garapon nakakulong kaluluwa makalabas
1989,aligaligon
281,true buti natalo
1855,bus comp dun sumasakay
1067,napunta galman nakakulong mabuksan uli kaso nayan
2609,maniniwala dugo iniiyak
1161,clang pinklawan
39,leaning towards youth halos support bam
1644,aantay donation lods
269,bbm president
2901,yang bilog kasama riyan utang marcos ganyan cge bbm utang trillon
2640,naku lulubog nanaman crisis
2261,nagminatay nmn gani kris dadamay
2256,hayaan pahirapan susunod maglakad nalang
234,gud dsy take gud care god bless
389,basta gumaganda bansa ngayun pbbn
2197,hangin muna subra pakyaw
2565,pbida lgi leni paawa effect
2282,bata minulat samin teacher nmin elementary marcos nagpapatay aquino hnd
434,best xmas gift ever hehehe
1679,kita matagumpay bam aquino alam natin
2055,parepareho nmn dilawan
2992,bumoto rin marcos rin sangayon pakialaman pundo
402,far know bam natulong problema visa pinoy players international esports
1541,pinklawan asar talo
2567,corruption pakitang tao dilawan
2478,sos
1962,bam nasa likuran kita kanina
2853,drama arte
2246,kayong bumangga pader sara du30
1055,totoo lacson inuna sabihan unang salita
1659,omsim
2506,maharlika wealth fund
2847,pumasok politika tas binaril kalang erport
1992,maalala tao electionhang aga
1905,yeh
1884,nagtago
1555,wag maingay mahuli naglalaro jackenpoy
958,agree
1826,totoo patay sison
185,kmusta mark
1525,loko palitan tanung impatso
2265,anak artistang hinahangaan milat sapul teen ager seniors akalain ganyan ugali napakabait nnay
805,nice piece legislation nakikinabang hindi batas wlang pkinabang madla pagpalit pangalan naia
1101,trying hard pdin till
419,amindao bambina maganda economy nuongbtume prrd bumaba pandemic .... salamat bam umamin maayos pamalakad prrd
638,magandan xmas gift
396,best tlga bam naka supportive esports team player lalo international game
2558,lutang mana nanay lenlen nia ....
29,senator bam lets !!!!
9,ninoy hero true filipino love country much sacrificed life like rizal martyrdom
559,masyang masaya
114,mabuhay pilipinas
448,bam aquino author free tuition state university
967,fan senator bam thank supporting community
1628,photo ops ferson
1997,normal leni
2290,wala hulog sagot laging nililiko sagot tanong
944,totoo convicted criminal liability already served payment penalty
2620,bobo
1264,madaling hulaan presidente binoto pramis hahahahahahahahahahaha kennat
1199,basta anti natitulungan
809,idol kaso ayaw nang lawyer pera pera
423,airport mnl naga mnl daraga albay daraga naga takes 4hrs mas komportable bus
619,mark keep safe always god bless
1138,potek walastik
2797,malakas nagkakasakit nang hihina bat malakas tandem
110,god bless maam leni family
1049,pbbm mahilig manuod movie
1995,tas inday sara kalaban
2643,bawasan uulan ampalaya lul
2266,never pinklawan
561,thank sports advocate bam
2730,pinklawan sigaw sigaw tallano gold kaming 31m supporter pbbm chilax
493,fan senator bam thank supporting community
2809,timawa yang pinklawan
2726,pra kaawaan ulit
1027,2028 election
17,tama kayu
58,thank support ing community god bless
1776,dala kampanya nyan luma len len
599,investible funds gsis kukunin hindi mismong pension mas right timing iinvest perang bear timing
2625,beb wag silang idemand magresearch nagpaupo presidente nang naghihistorical fact check hahahahahahahahahahahahahahahahahahaha
661,natural secretary dep pinapaalalahan amores wag pabayaan padin aaral
1794,salamat pader
1498,banat buy .....
2940,balik kna gabby sana
601,tamang
1497,300 greyz miron
2997,tapos nanaman mahihirap kawawa nanaman mahihirap lalo yong meyembro !!!!!!!!!!
991,correct
1064,pao attorney iyan
1932,mayaman nmn
1105,busline
665,thank bam
1425,hahahahahaha
877,senador patuloy sana tulong supporta gaming
776,!.. galing
1077,kanta muna guys tanim bro pukpok nakayuko magpintura makatayo maghalo nalang hapon
802,jan napa follow
2642,mas naniniwala kame dating enrille kesa pinklawan
1478,hinahon casters host viewers andon kayo
266,shawe nadali kakie
1261,tigil politics tapos election tumulong pababain inflation action puro daldal
1016,napakagwapo gabby pinagpalit kiko
825,looking young handsome bam aquino
1116,lenis campaign manager bam aquino
585,former bam aquino naghehelp man esport players natin makasecure visa compete internationally
820,idol mark musta naic cavite
2000,malayo eleksyon lutang
1361,unexpected
1481,enjoy game bam sayo nakapag berlin championship valorant team salamat supporta simula dota hanghang
6,president maam leni love poh ingat palage god bless
277,agree bro
141,mabuhay bam !!!!
2056,naku wag namang sumanib lutang
210,thank send bam dota esports wwlang kupas supports
746,nice
2984,dilawan hindi rin maka move
2517,sinabi dami dami mahal sibuyas binaboy kasal
1878,npa parinno permanent address
2475,words pakitang tao
513,loyalista marcos loyalista marcosduterte ilocos region
2364,mostly revised copy paste pinirmahan panot galing dating senador baj pati nakaw dilawan
590,game
615,wow bagets datingan
697,love mritess
2185,ganda jwk lodi bka aabot 2028
2410,timawa yang pinklawan
515,bsta kmi mulat mata nmin
2848,scrificial lamb ninoy taning buhay pra mtupad plano oligarchs
1700,pessos
550,true
1328,pakitang gilas 2023 goes lugaw
2977,bawasan uulan ampalaya lul
1455,grabe nanay nindo garo man ini ono
1152,magbigay trade mark aquino nagawa
374,nasayang solid bbm
1563,madramahon manay
112,yey !!!
926,ipinapakita safe magtravel pinas prrd pbbm
2293,simpatya malapit eleksyon alam
2798,kala acting sagot
2732,plastic nanay len2 hehehe
2452,jusmiyo !!!
674,anjan nanaman idol
556,wala saysay maliwanag tunay bayani bayan marcos
404,natin patawarin ibang lahi kababayan natin long live inday sara
2917,mayayabang mark maraming sinasabi silang ayaw lumayas pilipinas elite
2766,boss ilaban malasap uli pagkatalo
503,tama
1674,nagpapatay ninoy kadugo
2775,hypokrita
593,nasayang solid bbm
2218,sinisi nanamn bam jusq andaming kumuwestiyon isisi nlng kabila
481,korek
798,dyusko gwapo bam aquino
2666,kaylan oknapaka bitter iyak nlang matagal2 mka pasok
625,korek kuya mark nagtataka gingawa nakaupo dami kontra kaloka wala silang magawa puro kontra hays
295,salamat
1810,tatalino lads dami tawa 31m
863,idol nice see
1274,kampanya
2395,bro answer question deym
2911,bubu
1916,moreno escort ninoy bumaril nasa hagdanan plang binaril
744,thank bam making possible esports players
1718,kala butters sorry senador
634,always supporting esports thanks bam
551,thank bam super appreciated suporta ninyo esports
2002,trying hard
2969,realtalk papasin parang mar
900,tama idol pang laylayan
1522,pesos love kind food
807,shawe nadali kakie
1001,nakapag aral libre duterte
2216,ipagpahinga kalusugan kris papatayin yta kapinklawan
71,matalino nakaka intindi sara tao deserve 2nd chance perfect tao
109,bbmsolid
2870,nauuto
386,aral matalino wala nang mauuto npa house
2663,mahal gas bus naghihirap len len
2277,wala jomasison kapalit galamay
1336,maagang pamasko congress pabor mif tik 2million bbm
2724,mar hind marunong humawak nang martilyo
2987,fake letters
1015,patay tiyuhin ipagdasal kaluluwa idinikit pulitika
159,agree
288,toni gonzaha wla siniraan toni
2466,eepek
1415,one martial law year though
2420,nilalaro taong bayan
2390,dont tolerate wrong
1043,canned goods hoping praying mapili maraming slamat negosyo
146,nanlibre
1414,bigay leni bbm yrs ingat guyz parang sanib pwersa cla july
1879,palaa
662,thank support ing community god bless
2897,nagpapahalata iyakin 5yrs ayy
2894,tama gloria
2708,kangkongan kayo
896,thank supporting mlbb teams bam
1342,ahahahahagahahahahahahahahahahahahahahahahahaahahahahahahahahahahahahaha bambam aquino pota
1899,pinatulan
1927,nagkatotoo omg
535,good riddance
95,hope get
2491,basta inisyal pangalan dalawang matigas ulo
2027,pinagsasabi pinklawan pinklawsn yellow tards mana mananslo
2669,tapos nanaman mahihirap kawawa nanaman mahihirap lalo yong meyembro !!!!!!!!!!
196,hayaan bsta tau proud loyalist
1447,meeting tagal
2829,dalawang aquino pres binuksan kaso tpos puro sisi marcos kapal mukha aquino
2820,plastic nanay len2 hehehe
2156,sayang
1702,manalamin muna riza makikita cno tlg
1587,alam binaboy batas katotohanan mayayaman batas
1097,court appeals decision masunod
309,bbm sara solid
260,hail yehe
832,thanks bam good job
1072,kakandidato ata ulit sbi open rin cia election
923,agree
1263,ibigsabihin hindi kilala oldies
265,idol
333,always supporting esports thanks bam
133,pahinga nalang
1002,blackpink ready love reaction
1483,hahahahahahahahahahhaahahahaahahaaha
1707,binoto namen buong family bbm kxo dhl kmi nsa abroad ofw kng parents nmn matanda pamangkin nmn mhlig muvi panu
241,confirm wathdraw manny president antay kayo salute manny hari boxing
372,nakataas kamay paa nakataas saya !!!
2061,baby fuentes bambu oil
2343,publicity tawag dyn hehe
1305,iiyakan dyan pension funds samantalang matagal ginagamit pera hindi alam
2401,galawang dilawan mar uminum tubig plato
2605,mas naniniwala kame dating enrille kesa pinklawan
371,love kayo
2480,basta malapit saba malapit eleksyon pakitang tao mulat tao ngaun
2187,lol trying bring wla pang year upo sigi hila bbm paninira wla magawadi maka move
2804,kala mark tahimik
868,jusko bam nasa timing nasa bear market global market naka discount
2118,dreams ....
2492,best ever tatay asawa cory nalaman bayan pumatay namatay best yun
1472,wla kasing ibang magawa pagkaabalahan
2953,nalugaw
407,gwapo kasai papa gabi
2291,desperate
2720,hinuhuli nah
237,best christmas gift
845,bbm sarah solid
1648,magandang sakyan tong issue nato popogi nxt election
2405,answer corrupt
1262,sesh
514,aral matalino wala nang mauuto npa house
42,pogi mark
614,love kayo
1482,wait bam crowd blacklist
2701,dreaming
2654,"shock mark ,,,"
518,dol umaasa sayo charot
1198,sana pagkawala tuloyan bumalik tahimik pinas
1634,plastic nanay lenlen huag padala
75,wla mgbabago bbm tlga mgbabago
2514,bus wal akong pakialam mamalen len
273,pogi mark
2116,answer corrupt
1297,pambili goyard pambili plane ticket
1343,alam news napa search tuloy
748,gun salute binibigay head state
1643,cno master mind dios alam
1602,tama padir
51,gabby nagmana pati kabaitan suplado
2789,kya mahirap tlga magtiwala sknya dhil pakitang tao plagi galawang dilawan
2206,pangit lbms google greatest thief world
1142,tunay nmn mapapatanong sana pinaayus mnlng daanan nyang lugar mapapamura
2025,kawawa
1381,bbm
1235,puso nanay madaming pagkakamali anak tutulungan tuturuan maka bangon
1036,atty easy
2721,katandem pelikula ata
2916,buhay payang dami uto sana konin demonyo kase tao
2792,pakitang tao
1784,case dismissed
1179,like post silbe nawa kase
2673,maharlika wealth fund
2159,dilawan hindi rin maka move
656,idol kaso ayaw nang lawyer pera pera
1347,sure
1461,fav team
2446,mahal gas bus naghihirap len len
2614,kailan timing bam hindi naipush dati
2737,answer tanga
552,support bbm
1565,reunion party kse cla
2929,wla finish ganyan mangyayari
2485,sip2
842,gamer bam malakas sumuporta esports
978,bam fight ipag manindidigan gayahin nonoy
1846,legit 102percent
2424,paganyan mapunta sakanila credit ....
1504,bambam natagpuang nanilbihan gobyerno
1963,gadon
1282,comment bat nasa davos dawn lol
1605,naubos siguro budget europe trip
2439,sanay mgbuss 12hr ngrereklamo sko pera plain nsko leny pskitang tao ysn
1887,10k nnmn
2223,lol adik
2411,gawain taong mapagpanggap
1394,pinaka malaking nagastos eleksyon imposibleng wala xang natanggap sponsor npa
1434,misfire nangyari ninoy madiin macoy tao pumutok kamali iming
425,amindao bambina maganda economy nuongbtume prrd bumaba pandemic .... salamat bam umamin maayos pamalakad prrd
69,best xmas gift ever
1286,panu ipapasa kaalyado dati kasama pansinin kaalyado gagawa nang batas hirap mapasa
2122,plastic kotse ordinary ong tao
2573,corrupt tamaba
1671,mom
2309,answer magnanakaw
1296,pesos negosyo
777,bam .... galing mlbb fan
1326,siladaw
153,real talk
1034,pumayat bam paramg tumaas balikat
2220,pakita muka magnanakaw marcos karmahin sana
181,tumpak
723,timing bam tama
563,salamat suporta esports bam start gamers
970,pahumble
835,man dilawan appreciate apperance like suportado esport specially
2047,fake news poisoned
653,saya sayasa jollibee magaalmusal mmya work
14,never nagsisi binoto marcos umpisa palang bet yang lenii
2371,sakit kris jusko
1188,hheheheheheh daming pink meron car .... pahiramin ninyo
2689,xempre papansin
373,mabuhay pilipinas
2153,nyeh
2400,kagagawan niyan alam ninoy mamamatay
577,grabe mark realtalk
2819,paipal
411,true agree parang magic yong kauupo solve agad problema pinas
996,anjan nanaman idol
1341,pang sstraw content
2407,corruption pakitang tao dilawan
524,namamasko
947,namamasko
2950,mute academic kaso nkatakbo ibinoto million kna umasa atty taeh balik law school majority
1925,ocfemianapansin naghanap movie toni puro nasa directors club almst tiket pano makakapanood masa
1237,sagota pesos
2773,plastic ...... pakitang tao .....
1857,ngang ordenaryong tao samasasakyan kotse sasakay kisa bus
2164,kurap
2200,alam boong pilipinas kalidad money wag
1513,tapos presidenteq
2320,jusme magpahinga nalang kalusugan wag pasukin yun mapapadali lalo stress buhay
774,wow supporting sports thank
2376,nanaylenlen
574,morning mark merry christmas
18,wow bagets datingan
1374,alam dis
1040,katapat niyan
1757,yes !!!!
701,thank sports advocate bam
695,matagal nang solid supporter bam aquino esports community
2294,hindi alam magkano pamasahe
2258,pretender
140,leni cge nlng presidente
2319,legit lutang
1259,shempre drama fun kuya nmn
2746,mapanalo
1950,anu ngaun masasabi bam kpag explanation gagamitin unlike ngaun alam alam natin gagamitin
681,forever kakampink
437,usapang esports solid bam
1603,omg senator bam ggwp
2426,legit tol palitan taning
1475,300 hoping
2230,nanay lenlen wag kaming 32million
1557,nkasunod car bus
536,supporter
506,big check
516,tama idol
1033,pain ninoy total taning buhay alm cory alam ayan magppnalo
598,hayaan bsta tau proud loyalist
412,solid bbm
2924,monster gun salute
1399,bambam aquino realquick
2755,spokesperson nia liar rin
54,idol kaso ayaw nang lawyer pera pera
445,toni gonzaha wla siniraan toni
1650,lokohin nman kakampink milyonaryo
936,advocate bam esports important propagation esports scenes
2114,nasapian nanaman nanaman alam nanay lenlen
1568,akala aquino bambam1a
1084,house house kayo ulit election
38,thumbs idol
1462,madaya
367,true
1346,nman lge tallano gold
709,sumakay bus mananalo susunod eleksyon
1895,inaway mark
332,proudforever kakampink solid leni
2615,wala hulog sagot laging nililiko sagot tanong
433,love kayo
170,bbm president
2358,kababayan gagamitin dilawanang pagkamatay aquino sana matuto pilipino
2374,praning
1496,maniwala dala signatures bags
422,galing joke
96,nice one lods
2194,burn hell nagawa
1834,publicity kunwari maka masa taz election papakita nararamdaman nararamdaman nakakarami pinoy
1118,yesd
1385,magpasa nalang law tandaan bam wag wag tatakbong presidente magiging joke bansa
1870,ready love
539,love song much !!!!! kinda song start yourr day beautiful
2427,kampon tlaga unang naniniwala knya lutang
2588,dilawan tactics since 1965
2180,magpaalam kayo dilawan tapos
2661,hnd
1930,nagpapasikat
2607,election kasinungalinan
489,hindi kaylan tsaka matalino tao andali paalisin pwesto papalpak sure gugustuhin pbbm fail
731,gun salute binibigay head state
2198,dalawang aquino pres binuksan kaso tpos puro sisi marcos kapal mukha aquino
1460,delikado taning bka mapalitan puesto
963,salamat suporta esports bam start gamers
2179,wag boboto
2532,fake
2313,kaloka nde maloloko plastik
2,guapo
1463,hehehe nireready 5yrs hintayin
2814,nagpapatawa len len ordinaryong tao makabili plane ticket len len 10h bus ride
637,gud dsy take gud care god bless
216,tama maharlika fund
2808,yong binoto bmm dhil gold tita akala bibiro meron nman kombinsi knya iboto bbm
413,nice piece legislation nakikinabang hindi batas wlang pkinabang madla pagpalit pangalan naia
2796,magkikita kapatid hudas
1872,gs2 ata magtry bumyahi bus hindi ginagamit car
78,galing joke
667,supporting esports bam
2007,paawa nman lenlenwla kadala dala
282,best christmas gift ever
2221,sos
1404,nagpapicture
2464,baby fuentes bambu oil
1889,experience aktibista
2512,pangit lbms google greatest thief world
1279,forda post ata resibo next election
2244,ituloy yubg maharlika pondohan gamit estate tax illgotten wealth tallano gold marcos
2503,uumpisa nman madumb
1493,answer artista
934,aral matalino wala nang mauuto npa house
1421,nio ohh
2649,gagawing talk show game show pinas
305,looking young handsome bam aquino
302,dota teams palang suportado senator bam aquino player basta esports malapit
2260,nalang bahay umuulan lakad nakatapak
2459,yong binoto bmm dhil gold tita akala bibiro meron nman kombinsi knya iboto bbm
560,sipag
2465,rest hell
1276,nanay cristy
2800,nalugaw
297,better source frm various funds safeguard stronger
949,idol
957,love mritess
2604,nonsense aquino
1604,brutality
1964,100percent
2021,aabot 2028
1299,debate
2415,kailan lalayas
1966,syang tunay mahirap paniwalaan wala man nanalo
1236,sinubukan !!!
475,nanalo bbm kaloob diyos mabuti syang puso totoo hindi mapag imbabaw
229,idol
1881,lopangu
2438,answeracting nasa shooting taong nasa litrato
2951,hindi magtatagumpay
754,salamat tapos mundo
2349,pasikat kamo
147,thank supporting esports bam lodicakes sobrang kita support guro knowing malaki rin support esports
2883,mapag pangap
1940,cno secretary
1216,bot vvm emz nakakahiya
1206,bagong pelikula nmn flop movies
1560,pinipilit prrd hindi bagay
1162,mema ganurn
1380,kayong mamatay lenlen siguro mind praise weak leader take note digong nagsabi nyan kuya
1683,hindi binoto leni robredo ganitong istilo peace
2442,wow gagaling pakitang tao
1837,aliw basa basa muna
57,bigyan bonos yarn
455,dhil ngang great macoy kya dhil pmarcos nman gagawa ngyung mging great pilipinas
1990,panu nasusundan phil star grocery pati punta ibalita
2903,puro nlang kayo edit kawawa nlang kayo
2582,bad sasabihin dasurv
1,wow bagets datingan
315,duterte sakalam tunay malasakit
2679,kano bayad sayo ???
98,astig bam
1113,see
2019,magaling tlaga dilawan mambwisit
1845,indelible ink dpat finger point kanan kamay tama correct wrong salamat
2040,mapagpanggap 101 makasarili 101
1534,sinu leader niyan
2723,boss minions bbm sarah solid boss shout taytay
1349,????
2818,bida bida tlaga tong len len paawa effect
2846,xempre papansin
883,gang huli bbm
1527,sikat bbm importante sknila
2138,ginwa tpos naulit second chances
2520,natatanga sakanila totoo
811,liwanag dilim
446,yes maharlika fund
838,nasayang solid bbm
2344,maka move bitter
2674,trot sobrang plstic lutangars
2979,natatanga sakanila totoo
2592,gumagala yun dami kasalanan
659,forever pink
2896,dilawan pink never wal kayong mabubudol
1959,ewan dyn ndi nmn toni binoto 31m pbbm binoto nmin ndi toni
977,miss kita kuya
2102,ayoko dilawan ....
2300,nagsimula nagpapa veda making things messed recent panis
1250,kasama lods
221,additional info senator bam pinakadahilan wala tayong binabayaran tuition college sana maka nood mpl live huhu
2348,hay naku wala bang
2193,ngparinig nman malapit election
1991,pano makanood mpl
157,nku wag awayin dilawan pong dilawan close pbbm ngaun
2133,drama queen
2556,puro paganda dyansa nagsimula paghihirap nang pinas sinisisi bagong president nahirapan ibangon lugmok
165,bam kayo nalang magpaganda tournament stage mpl hahahahaha
495,bam kaisa senador sumusuporta esports dota2 days naka support
876,yehey
1823,tka mura tangkay maliit
1996,vegan
547,shawe nadali kakie
150,bbm sara win
190,agree sayo
1301,asan 10k
88,best actor
987,thank bam
1273,rank
2547,president acting
311,tama lod umaasa
2586,hay lalong dagdag pension kikita gsis
2975,kababayan gagamitin dilawanang pagkamatay aquino sana matuto pilipino
2771,alam kng anu dilawan pink pangampanya laang
318,sinab ing road trip bus idol
199,nice piece legislation nakikinabang hindi batas wlang pkinabang madla pagpalit pangalan naia
610,thank supporting mlbb scene
995,good riddance
430,yehey
1554,minahal asan cla ngaun
1890,masama batas militar baket nilagay parin 1987constitution
2590,mark nasa loob garapon nakakulong kaluluwa makalabas
1392,ordinaryong tao private car patawa manang len len
831,tama lods bsta cla
1431,mahal toni nanonood sine busy work kasama 31m
291,nice nice
1329,kritiko yang atorfee tagal
1093,course tgay bahay
1994,kuya reaction video ready love
2128,hipokrita pakitang tao earth maghintay bus hindi sakayan
1726,220 pampanga rally sagot nmn pampanga police70
132,galing tunay followers esports followers thanks bam
1355,1ksp
1799,pesos
2768,pulls escort sasalakay babaril wala syang aksyon imbistigahan
600,natin patawarin ibang lahi kababayan natin long live inday sara
1322,korek ngabpag umuwi bicol gamit sariling sasakyan ordinaryong tao hindi mayaman
2725,jusko
330,tamoh !!!!
1441,statement duterte ehh
833,tama lodz
2571,wla kotse kampanya early mama lenlen
103,bbmsolid
2770,makapiling tatay masi kriminal naka kulong
1445,31m fund tutal unity
280,wala saysay maliwanag tunay bayani bayan marcos
1323,tumama lodz
2569,pano magrush bills involved pera
65,ganda lalaki
692,better source frm various funds safeguard stronger
1847,sige matapos yang kakamping komonistang ccp npa ndf !!! mabuti tumahimit bansa !!!
2174,hay naku wala bang
2408,patay jan tuwad daan kabarilan boss
2589,nalang bahay umuulan lakad nakatapak
1781,buhay lolo lola cuneta nuon ganun sayang kakie dna naabutan ata yun
1937,walastik
1593,anong gawin len len khit tricycle manila bicol buti pandesal palaman
308,honorable people indeed put full trust
175,hnd ppyagan lord pamunuan puso takot dios
1715,binabalak gawin duterte administration
2695,kikilos camera
2171,aabot
1047,koto
794,mas mas magaling hihintay 2022 dun nalang pipili
432,matagal nang solid supporter bam aquino esports community
909,wla mgbabago bbm tlga mgbabago
350,fan thank supporting community
808,right timing pbbm president maraming investor nagtitiwala knya dala pbbm lakas knyang ama fpfm
20,bam tara rank pinaka lodi senator
454,never nagsisi binoto marcos umpisa palang bet yang lenii
87,korek
2841,jusko pagpahingahin pinks mamahinga haha
763,grabe mark realtalk
2210,galit galit marcos suporta parin bam mamamatay tao pamilya double standards
415,idol shout nman bsta pbbm sakalam
2671,sure aalma hinayupak pulangaw buti sana pulangaw retirees makukuhanan pera maharlika fund
1468,150
2134,best magdebate tignan natin sense
2372,hayop
1742,try tumakbo bicol manila
2028,great pretender lol
1265,blck game bam
1160,aku big yes
449,thank support ing community god bless
955,tama kau
485,slamat bam
2790,asawa nman ninoy nagpapatay
1795,kadaya pinanood blck char isama next watch
2972,nako magka std joke
470,aral matalino wala nang mauuto npa house
1413,aga botante
1861,answer dinakamiutouto
1166,wala
368,!.. galing
2152,try angkas lenlen 1day ride wahahhah
1775,plastic tuwing kampanyahan makikita gaganyan
198,tam jan lods
2698,issue matagal samagiot deley ata dating
2825,bidabida
525,tama lodz
2986,tadtarin bala double dead
2104,mahalaga taumbayan nagawa adminastrasyong aquino puro paninira galit tinuturo taumbayan
2803,words pakitang tao
2208,palastic
1466,atty mang
1988,basta wait explanation mama ekonomista
306,since day esports advocate bam
101,thnk lord
