,features_string_format
642,luh baket ???? hindi napaparusahan !!! good riddance tho
2389,edad nauna
504,yaho present
790,nonsense answer bang imanage pilipinas lutang
1557,bert tawa marcelo
658,issue matagal samagiot deley ata dating
2181,nagagalit hindi part atty leni govt trysikel kariton pera gamit
2637,maniwala kayo bbm maliwanag sikat araw kaso
1018,sos
2309,god bless maam leni family
1043,whats soj
2274,asa lugaw
2340,actual video nng bnaril ninoy bat sbi libro sniper
304,hnd
2586,research abt wla aus paliwanag wala alam nakasulat dmo binasa bulagbulagan hnd member
2448,nku wag awayin dilawan pong dilawan close pbbm ngaun
2556,fyi mayor plang asawa kpg lumuluwas cla bus tlga hnpin old interview asawa mayor plang jessie robredo
2297,yes bbm sarah solid
1592,loko
2017,bwal syang magbus trip nyang nagbus basehan yaman bansa pagakakaroon sasakyan kundi pagkakarun maayos publc
607,tama ewan pinklawan lutang
2318,alam boong pilipinas kalidad money wag
997,niere look
1458,hahahah
385,dilawan tunay nagpahirap bayan pilit ibinibintang marcos
403,maghirap tlga pilipinas
852,nakataas kamay paa nakataas saya !!!
1052,ahahahhahahahahhahahahhahahah ansakit chan hype !!!!
1517,tawagin carpio
1554,malakas nagkakasakit nang hihina bat malakas tandem
497,real talk tra trabaho bumango pangalan next press election
2216,wala bahid fenks
1145,naku ???
81,haha tsaka mostly 31m bomoto mahihirap cla narin nagsabi elite cla mayayaman
2618,think pension come investments
437,tanggalin varsity wag tanggalan karapatan sapag aaral makatapos john amores
58,nagkunwari nman ....
1921,atty mang
629,delikado taning bka mapalitan puesto
2692,kilala yang lutang nayan lods
1970,hes dead next renato casino leni ....
2412,kuya trip nia ndi gaya grabe luho bumeyahe
2380,litter janitor ura !!!
2372,fyi mayor plang asawa kpg lumuluwas cla bus tlga hnpin old interview asawa mayor plang jessie robredo
2663,papalit joma lutang
1903,lakas mgtali tali sinasabi opurtunista kpg noynoy didikit pbbm disikit kupo
2185,atty easy
2268,tas infra sasabihin
919,tahimik ganyan lagi
188,malaman pano magpapapansin lenlen
449,kakandidato ata ulit sbi open rin cia election
2168,tska bus laging stop
2579,saba manny department water bugo
1492,nami miss boss humandabkau 2025 slots senatorial magwawaldas malaking kampanyahan dun winner
137,manalamin muna riza makikita cno tlg
452,case dismissed
1832,batas natorture diba binago constitution diba kayo nakaupo palasyo hay nako
898,jusko iintindihin kris tumakbo ganung hindi magka daugaga sakit unahin magpagaling
1000,new hair madam intro
172,answer 300
2568,enters kayamanan tatay madaling makuha madala dto bansa maitulong nasa mahihirap
444,mukha pinag sinabi kanta bagong pilipinas bagong mukha hindi apilido marcos duterte mukha naba aplido ngayun
2209,atty easy
2360,dont tolerate wrong
1880,pao attorney iyan
1021,nako bambam sanhi kaguluhan politika hshahsvdvdb
1249,hahahahahahhahaha
2611,kagagawan niyan alam ninoy mamamatay
503,loyalista marcos loyalista marcosduterte ilocos region
1907,ayan nmn bka totoo sacrificial kamatayan nyapara simpatya ouch saklap
552,totoo ilang beses namatay ilang buwan patay ulit
2075,sumanib atom rissa coco atb
1621,apaka
2400,nakaasar media ngyari mendiola massacre pinapalabas ngyari
633,atty case
1760,san reaction vid ready love
1948,kakampekpek dyan wag kayo umasa manalo manok
1851,totoo patay sison
2009,lakas loob noutal utal
78,kase bila day process
10,hayaan silang managinip gising
2166,atty easy
317,boboto dalawang kumag hihihi
715,boss anung gawin hnd makakapwwsto mataas katungkulan ....
808,usually tao victim focus sided every situation
1546,musta mark
2415,wla mgbabago bbm tlga mgbabago
1090,hahahahahhahaha shuta
2183,dilaws sinabi enrile pineke assasination maniwala dilaws sinungaling yang enrile
212,never rin
735,move kayo pink
1521,indorser
34,wheels bus
2399,lutang ??? yong tumakbo president hindi alam isla phil leni .???
190,propaganda ulit wah epec
1233,wala kabang reaction vid ready love
1620,hahahahaha badtrip
1310,nagtaka ganon comment walastik
2569,tagal panahong ibinintang marcos akala hindi alam marunong god
2432,post pics face laugh dont right post pics video come
445,madaya
2645,solid marcos loyalist prin kmi
203,patay tiyuhin ipagdasal kaluluwa idinikit pulitika
912,rence pareact kayyo ready love blackpink pubg
2062,prang normal life dati cpp npa dati government enemy nkasuhan sumikat
626,tunay liwanag nagdudumilat 31million
2475,lakas mgtali tali sinasabi opurtunista kpg noynoy didikit pbbm disikit kupo
2483,asa lugaw
86,nagwa aquino magdakadak
1795,tawagin carpio
1608,met joma kid know joma gave fruit
1854,cguro kayang drive wala syang driver magandat maayos daa manila northern region manila bicol
730,tama lods
1386,hehehe
2211,joke
1830,vote manny dept water spokesperson
1799,asan shirt
733,hypokrita
2627,wag kna umattend idul mane less talk less mistake
1709,pati jesus galit soc villegas
744,gravih isko gnun deritsahan tlga .... matter wat still uniteam padin
1681,insert
94,wala silang ibang maisip
2349,pulls escort sasalakay babaril wala syang aksyon imbistigahan
383,naloko
507,wala lenlen
1925,nagcelebrate araw martial law nagamit paninira marcos mapwesto
2656,loob eroplano binaril totoo mayroong naka tutok ninoy marcos bintangan god knows
1082,hahahahahahaha
1555,hero john amores lampa cry babies benilde players
2491,utot
238,akong nanalo lotto buti nalang tegi bangbang makukuha reward impyerno
1013,payr
1768,tumingin kayo
392,lol trying bring wla pang year upo sigi hila bbm paninira wla magawadi maka move
1048,kabbm sara please follow mas pang videos uniteam
2418,ndi kalevel wag mong ipilit
1648,clean good
175,kupal leni
1188,blackpink ready love reaction mhie
2356,simpleng buhay gsto nla cla maluhong pamilya kht nging dilg sec asawa commute prin cla anak
184,kala seryoso matagpuan
1430,leo martinez aka robert bumaril
2007,dont worry lods abo noynoy hasik lagim
1600,typical apolo10 moments
932,wahahhahahah
854,tumindig nlng kayo ukraine bagay kayo sakali maawa putin iyak nio
307,feeling bayani nananaginip
291,kagaya million nanunuod sine
450,dumi eijansantos manalili vii monee
1,totoo merry merry christmas
1873,dont tolerate wrong
976,hyttss
2369,fake mas alam pamilya tax issue
2286,ndi kalevel wag mong ipilit
349,minktae
1900,sniper yun pla tutukan kitang kita cno pumatay
201,correct
2393,ganda lalaki
1883,pinanalabas hindi basta marcos
2003,tagal cory pwesto hindi pinaimbistigahan tsaka parang tape
1266,nagsama
637,bye bye joma
1438,new hair madam intro
1026,ganda kanta bagay bagay
1999,nanggaling pension dba kinita investment
2049,tagal panahong ibinintang marcos akala hindi alam marunong god
267,nakakatawa
969,hello mark
88,mayaman investor san miguel meralco mahirap papansin
1149,hahahaahaahhah
1889,sobrang talino lodi lock utak
42,pinklawan legacy puro kontra
1586,nako bambam sanhi kaguluhan politika hshahsvdvdb
760,asaka olat nmn
756,diba nanalo prrd maygkaka martial law ulit nagkaron marawi kaguluhan tumagal matagumpay afp
904,hay naku
2135,knowlang alam mong sbhn
2305,fake hero
511,naku cinehan samin pbbm kmi
1450,goodluck nalang
996,saang mall
1063,great president philippines
1581,indi hinatid
1471,nami miss boss humandabkau 2025 slots senatorial magwawaldas malaking kampanyahan dun winner
430,basta gumaganda bansa ngayun pbbn
987,pansin buraha
741,tanga tanga
1089,mark merry christmas namamasko
2076,idol kaso ayaw nang lawyer pera pera
2066,kagagawan side cory yellow evil binabawian cla inuunti unti sunod nyan naniniwala yellow evil advance rip
1705,remulla malakas
842,boss wala silang isip memasabi gawin namang politika mmff
1447,tawagin carpio
446,sinama pulitika showbizpasalamat mas marming bbm supporters nanood movie number movie
1552,ocfemianapansin naghanap movie toni puro nasa directors club almst tiket pano makakapanood masa
1485,san reaction vid ready love
2648,hehehe nireready 5yrs hintayin
262,game
398,uung kakampink makabayan mhal mahihirap napakasama ugali
1602,kala mark tahimik
1197,wag boboto
868,picture
591,tama nauuso yun cancel culture created pinklawan
191,gangs new york style brawl popcorn
2537,dont justify unjustifiable confidential fund
755,hindi alam magkano pamasahe
2665,umatend smni debate
72,lodz daming kakampinks nasa comment section
1487,ilng beses nia ginwa
769,friday 13th magkakalat lagim hachuchu ....
731,pinklawan umaasa tallano gold umaasa lagi ayuda
1211,cno master mind dios alam
911,tama maharlika fund
2542,congresswoman lagi bus search reason bus
960,hero john amores lampa cry babies benilde players
2114,mention kapa tanong dimo sinagot basic proud kaba soj hindi hirap sumagot
1184,bambam shot puno
2313,marcos magnanakaw
2111,traydor yang ninoy halaga sinoman pumatay
1520,popoy
1418,batas
748,yes count
2675,fake news taga libiral party nagpapatay ninoy
225,yang bilog kasama riyan utang marcos ganyan cge bbm utang trillon
2601,hindi xandra pagbaril assumed soldiers killed ninoy
471,maysakit pano malakas kris ...?
999,musta mark
2414,mediola massacre didma
1690,hehehe
701,yes shes one president president 17th president philippines
1595,nagtweet former senator bam aquino issue
118,yes !!!!
1327,nagsama
1720,ilng beses nia ginwa
974,blackpink ready love reaction
1957,ata something kinikilos nakakatawa jan
2565,hindi maka leni napapansin lahat2 iniipalan samantalang yong abusado batas dimo mabatikos takot cguro
527,realtalk papasin parang mar
2150,kita sundalo sumusunod sakanila wala papalapit babaril bbm parin wag gamitin bbm
2361,madaming nakinabang pera kya pinag kaisahan marcos kht abugado media bayad gnya kadumi batas pinas kasabwat kano dyan
2043,sayang
2411,bat ganun lakad parang lakad maayus
1290,bambam baembaem
1110,madaling hulaan presidente binoto true
1996,bat ganun lakad parang lakad maayus
2250,kaluluwa goma hehehe humiram vanishing cream jerry nwwla joma
2461,kagagawan niyan alam ninoy mamamatay
2229,pang yayari nyan puro marcos sisi hoy gicing tao babawe kme apo lakay solid bbm
1083,shuta ahahahahahahahahahahaha
2257,ndi basta basta pagplano takes much time kawawa marcoses
1080,alam news napa search tuloy
2644,buti atty push
2426,hala delekado sumanim
643,god bless mam isiniswalat katotohan hanggat malusog kpa maganda pra mgkaroon enjoy kna peace harmonious family
881,never nagsisi binoto marcos umpisa palang bet yang lenii
134,sulit boto lods kxe dinasila mkamove
1429,shuta ahahahahahahahahahahaha
1692,wala
702,wala kris 2028 haha sakit teh
83,self righteous woman without manifestation truth sobrang mapanira mapuri
1698,bambam shot puno
905,wala nay magpailad rong panahona
831,maniwala
1687,ready love reaction pls
2351,kagagawan side cory yellow evil binabawian cla inuunti unti sunod nyan naniniwala yellow evil advance rip
1842,enexplain mas nia bus nakakatulog wala personal driver naga nagdadrive kotse
2600,naku sana pauwiin pinas bangkay ilibing dun libingan bayani
676,nalugaw
2558,push paniniwala
300,rerent van mas less hustle byahe papuntang bicol
2207,controlado media kalat nang kasinungalingan
458,forda picture
1248,hahahahahahahaha
2335,josko pang naka mapahiya
2453,saba manny department water bugo
621,nakakatawa cla boss mark
811,hirap makipagtalo maxadong matatalino
2352,dalawang aquino pres binuksan kaso tpos puro sisi marcos kapal mukha aquino
2204,fake news poisoned
820,makalusot ulit dati tactics lol
2669,kagagawan niyan alam ninoy mamamatay
2474,joke
266,namn maturuan nang lection
68,wala kase kayo suporte kosa unity kau bagay yun yun
1813,manny withdraw malay bbm nanalo gawing kang sec department water
1115,alam mass offering churches ..... yun alam nameng assembly
734,kaway kaway
1577,taga kabilang parlor
1289,apolo10
752,aminin plano tumakbo 2025 balik laylayan peg
167,asan patunay nakasakay tlaga nanay bus pauwing bikol
1181,asan shirt
1934,gumagala yun dami kasalanan
1378,wikipedia source
1564,"shock mark ,,,"
761,mahal gas bus naghihirap len len
2413,hanging ngaun wala clang napatunayan marcos pamilya pumatay ninoy
554,pinatulan
101,bus posibleng dalang bodyguard
1776,madaling hulaan presidente binoto pramis hahahahahahahahahahaha kennat
1523,still waiting ready love reaction
2449,parang kilala lutang
1786,tama maharlika fund
160,kunti
1479,haahahhahahahahahahahhahahahahahahahahaha ruel
2628,nonsense aquino
1330,hahahahahaha
20,publicity stunt magpapakuha ngbus kuno sariling scty grp ovp security detachment kya dont
1254,ruel silva ayusin wah
1894,wag kna umattend idul mane less talk less mistake
957,bambam baembaem
2237,think pension come investments
753,sigurado nalang boboto
2215,mas naniniwala kame dating enrille kesa pinklawan
827,hindi nadala robredo
2175,joma wish well hell
1368,balik kna gabby sana
2604,pang yayari nyan puro marcos sisi hoy gicing tao babawe kme apo lakay solid bbm
1366,pamasko
2230,??? ehh pinayagan file candidacy tapos ngaun kayo magsasampa olet kaso hay nako axept2 oag time
1912,one talking fault every presidents except marcos
335,aku big yes
2390,jan tau nagkamali edsa edsa lubog polopimas
878,commute nmn body guard ksma bus mas malaki gastos convoy payan
653,hirap ipagtanggol !!! sorry
1846,lakas loob noutal utal
419,300 hoping
1206,inang lenlen masaya kayo
1759,gagawing talk show game show pinas
23,nagtitipid mkita taong bayan short pkitang
2027,controlado media kalat nang kasinungalingan
297,busy life back life new year
1754,musta mark
2533,moreno escort ninoy bumaril nasa hagdanan plang binaril
362,god bless leni bicolana beautiful strong president
1151,krazy angkas
1989,kritiko yang atorfee tagal
2298,empyerno tatatnggapin buo rebelde ulit patalsikin taning
1244,gagawing talk show game show pinas
1505,guapo
1364,speech
139,inaway mark
1183,loko
1196,round round
9,okay basta itapat baril
2057,alam boong pilipinas kalidad money wag
2071,mention kapa tanong dimo sinagot basic proud kaba soj hindi hirap sumagot
1425,atorfee anong kaso
2396,hindi kakampink lods oppose
123,dismiss dibah
1393,natatanga sakanila totoo
2255,dpat isma sbi bumaba asan gunman
2221,tska bus laging stop
230,alcohol cologne panalo negosyo
223,garter kukunin groom hita bride sibuyas sana meron
1367,ser
1639,ganda kanta bagay bagay
482,korek dyan shawie
448,brutality
120,taga mars
100,wla lutang rin
1547,omg embarassing shet
1616,bwahahahahaahahahahaha bambam aquino gaga
2059,one martial law year though
698,president maam leni love poh ingat palage god bless
1118,tas sama andrea
1465,kaluluwa marcos senior hindi rin matagpuan
1277,pang sstraw content
1708,"shock mark ,,,"
1870,kilalaning pamilya yayaman
2195,nonsense aquino
614,siguradong talo
483,tama lutang tlaga cla
323,big check
2445,naku wag namang sumanib lutang
711,libingan bayani dalhin
1341,dol umaasa sayo charot
2381,buhay lolo lola cuneta nuon ganun sayang kakie dna naabutan ata yun
1858,emotional damage
1619,wala kabang reaction vid ready love
389,opo opo opo masaya 2nd coming hahha next nasa line aabot nang 2025 isa2x masaya sobra2x
2666,nanggaling pension dba kinita investment
391,"tama ...,"
518,tama boss
1075,still waiting ready love reaction
1941,puppet
1111,bert tawa marcelo
2326,atty easy
2405,hala itinatago leni
2329,pang yayari nyan puro marcos sisi hoy gicing tao babawe kme apo lakay solid bbm
774,ndi maharap manuod kmi buhay pamilya ndi asa gobyerno
1997,ayan nmn bka totoo sacrificial kamatayan nyapara simpatya ouch saklap
1579,kuya rence wala reaction vid mood sampler girls generation
1405,dol umaasa sayo charot
2324,mas naniniwala kame dating enrille kesa pinklawan
1265,ready love
1536,wikipedia source
1617,apaka
789,forda post ata resibo next election
2042,lakas mgtali tali sinasabi opurtunista kpg noynoy didikit pbbm disikit kupo
2314,tutukang binaril talos sniper
1375,lol adik
775,thinking pinklawan
1573,noto dilawan
580,leni kiko talo
1933,itigil dalawang aquino pangulo ayaw paimbestigahan pamilya aquino kamaganak nagpapatay
397,malooy tawon katawhan
2629,bong bong filling pocket
1868,ayaw tnggapin tlaga sobrang sama nman hnihntay loseper
1352,niere look
2307,congressional rep bubus jess robredo friday night bubus uwi naga maneho hrs
433,pasikat kamo
1306,patay nba updated mark kilala sure lutang mong kilala
276,kadala dala
1910,madaming nakinabang pera kya pinag kaisahan marcos kht abugado media bayad gnya kadumi batas pinas kasabwat kano dyan
1388,loko
2037,kagagawan niyan alam ninoy mamamatay
672,jusko
1406,saang mall
216,tinatanong live kakampink ngaun napuntanaipatayo 3trillion pera taong bayan dba
2431,one talking fault every presidents except marcos
2018,sniper yun pla tutukan kitang kita cno pumatay
2465,lutang ??? yong tumakbo president hindi alam isla phil leni .???
627,inventor
1753,apaka
66,taas dalawang kamay
1766,????
302,tao tau naintindihan amores tau
1652,hahahahahahahahahahhaahahahaahahaaha
274,leni sumakay bus pure bull shits anyone claims lennie lugaw rides busy pure kasinungalingan pweh
36,natawa dun reason kayo natalo realtalk binoto
572,cla pagtatawanan flood nnmn memes nian sure
1165,wala kabang reaction vid ready love
1570,hahahahahhahaha shuta
308,boss kasama pupuntahan maaga wala palng nagawa
181,pakitang tao masabi nararamdman laylayan pabalik balik ibang banza pilipinas bus manguto
550,fucking joma sison spent fucking life ruining lives youth spread violence country
2109,kilala yang lutang nayan lods
2345,enexplain mas nia bus nakakatulog wala personal driver naga nagdadrive kotse
288,taas kamay
817,nalang bahay umuulan lakad nakatapak
2267,dont tolerate wrong
247,diba nka car nangangampanya 2028
2684,utot
2678,solid marcos loyalist prin kmi
929,bad sasabihin dasurv
1789,patay nba updated mark kilala sure lutang mong kilala
1398,blackpink ready love reaction
1717,atty gadon makapagsasa nyan sayang nanalo honvirus
31,sobrang saya proof dead tlg nmn niloloko nnmn tau makakaliwa
1565,sna mpansin nio pki check nio uniteam bataan name ofw taiwan bbm supporter
985,tanong mahal bilihan ngayo inport ibang bansa sibuyas kinawawa magsasaka pls pakisagot
946,float
1572,apolo10
670,exposure toink ....
1678,indi hinatid
2138,atty mang
814,proud akong ipaglaban bbm nanalo
265,kala paalam
951,alam news napa search tuloy
2548,hehehe nireready 5yrs hintayin
1312,bad sasabihin dasurv
743,nanay lenlen pla masisiraan ulo tuluyan hay kasunod issue lods
1701,ood umaga mark
1394,tumingin kayo
2444,emotional damage
841,airport mnl naga mnl daraga albay daraga naga takes 4hrs mas komportable bus
1350,reaction blackpini ready love
849,mahal sine daming tipid
915,dumami komedyante nong election
204,luquhon saderi manang saderi manlang ino2
1488,whats soj
684,tunay nmn mapapatanong sana pinaayus mnlng daanan nyang lugar mapapamura
1601,nagmukha syang katawa tawa
2176,solid bbm sarah gawa larong pang brainwash filipino ibentang marcos matagal laro
1383,matanda enrile nauna
1775,hahahahhahahahqahhahahahhah
1966,tagal panahong ibinintang marcos akala hindi alam marunong god
708,nakakapag balikan tapos pagdating pinas bus
1139,ood umaga mark
1158,want christmas
1389,atorfee anong kaso
1533,pati jesus galit soc villegas
2593,ewan inyo
583,hnde cia aantay kalsada dati
2333,mention kapa tanong dimo sinagot basic proud kaba soj hindi hirap sumagot
2097,dalawang aquino pres binuksan kaso tpos puro sisi marcos kapal mukha aquino
2253,atty mang
1689,bambam aquini taena
2603,fake hero
2375,jan tau nagkamali edsa edsa lubog polopimas
809,totoo bbm sara nakaka duda soj
2323,misfire nangyari ninoy madiin macoy tao pumutok kamali iming
1150,hahahahhahhahaha
714,plastic kotse ordinary ong tao
1672,remulla malakas
877,pam bam
1054,musta mark
813,naku promo pra 2028 election
796,showbiz showbiz
2397,napakagwapo gabby pinagpalit kiko
828,basta bbm rin magbabago
2124,hindi xandra pagbaril assumed soldiers killed ninoy
2623,edad nauna
133,hehhee maagang pamasko pgka matay
143,sanay sanay
2447,alam marcos matay ninoy aquino
211,finally !!!
1217,kala mark tahimik
2481,patunay nnanatiling tapat robredo cya wlang ibinulsa
545,chakabride
226,joined facebookangie lita marcelo alcohol cologne
740,kangkongan kayo
1609,buhay ahm
1745,loko
24,nanay lenlen tell marines
1808,sasanib raoul manuel !!!
1787,bbm moments hindi marunong magfact check
1325,musta mark
1763,hyttss
1935,hes dead next renato casino leni ....
1002,ood umaga mark
2019,fake news poisoned
1403,argus
754,pinklawan cla araw araw umaasa mabigyns nalaman gold ipapamigay
1363,asan shirt
1778,float
2056,kaluluwa goma hehehe humiram vanishing cream jerry nwwla joma
1433,bwahahahahaahahahahaha bambam aquino gaga
2471,tka mura tangkay maliit
235,bsta kmi mulat mata nmin
704,boss ilaban malasap uli pagkatalo
348,masa effect tapos syempre 15m lugaw palakpakan lugaw !!!
1168,unahin emosyon reading comprehension bow
1284,tas nagpost bam aquino edited pic tas mukha bambam
1559,naku ???
2162,utos
824,yehe sapagkat bbm nakatadhana
1162,matanda enrile nauna
1874,tao puro reklamo puna pbbm
931,bambam aquino realquick
875,hypocrite highest level
2338,job demolish anyone gets way
2553,kalokuhan
1794,good morning friend
778,gising taong bayan pekeng edsa revolution daming naloko nyang alyansang .... naku wag
647,gasgas nayan !!!
1128,mendiola video
1237,wala kabang reaction vid ready love
1094,magiging kya 500 ksma magulang
399,yhere dreams
2036,tas infra sasabihin
1047,indi hinatid
1382,hahahahahha yowo
206,hnd ppyagan lord pamunuan puso takot dios
1859,utot
770,bat ipasa transparency bill gain trust confidence fund minamadali transparency mif nun
728,publicity tawag dyn hehe
1105,fantastic fantastic fantastic fantastic elastic elastic elastic elastic ring ding dong ring ding dong
285,inarty pro sanay nman dti
298,anong paandar leni malayo elekyon
1669,hello mark
959,atorfee anong kaso
1001,commander chief alam
2544,sqbi and2 lupa wlang mapupintahan impyerno maghasik npa lumaban satanas
2343,kritiko yang atorfee tagal
713,halaa grabeha gyud
1855,nonsense aquino
2581,square inch square ins
1295,bad sasabihin dasurv
140,jan naloko leni waiting cxa kunwri bus kya binoto cxa
150,korek
2580,non sense content
2264,bwal syang magbus trip nyang nagbus basehan yaman bansa pagakakaroon sasakyan kundi pagkakarun maayos publc
2206,loko palitan tanung impatso
361,lokohin nman kakampink milyonaryo
1871,joke
1293,korek nakakatuwa nganlangbisipin anu ngat gan kuya noh wawawa
457,hands
2643,katagal tagal paulit ulit balita wala talagang kasalanan marcos
1893,litter janitor ura !!!
2685,loob eroplano binaril totoo mayroong naka tutok ninoy marcos bintangan god knows
2161,totoo patay sison
2513,showie tlaga pati asawa nilalaglag grabe
1300,sbi bah
1203,sna mpansin nio pki check nio uniteam bataan name ofw taiwan bbm supporter
2325,layo ganda kaptid nyang disiplina
313,bagong propaganda nmn
1121,waiting magpunta mark tuan mapagkamalan mark villar tahimik rin yun
2428,binigyan nang chance hndi nagbago
2225,aquino president ayaw pabuksan kasinungalingan ipamalita danding nagpapatay ninoy
364,!.. galing
1192,waiting magpunta mark tuan mapagkamalan mark villar tahimik rin yun
1292,nami miss boss humandabkau 2025 slots senatorial magwawaldas malaking kampanyahan dun winner
1739,tumingin kayo
1200,kol away kaaway buhay samantala kilala amores tao sinaktan
1186,gagawing talk show game show pinas
2121,cguro kayang drive wala syang driver magandat maayos daa manila northern region manila bicol
2653,bwal syang magbus trip nyang nagbus basehan yaman bansa pagakakaroon sasakyan kundi pagkakarun maayos publc
54,nkasunod car bus
2039,edsa revolution hell revolution
1067,kagabi nakitawalastik btw love hat
2198,yes bbm sarah solid
221,bombilyang dilaw gamit led mas maliwanag samin
632,hayaan mona talunan pinklawan
649,neverforget notohistoricalrevisionism
289,hinanap barko san dadaan bus
524,bro answer question deym
2270,asan proweba ilabas
1390,"shock mark ,,,"
679,gs2 ata magtry bumyahi bus hindi ginagamit car
2184,try angkas lenlen 1day ride wahahhah
2693,umattend bbm wag subukan makipag debate dika mapa ahh
1679,gitna nalang magbenta nalang ice cream
1545,hahahah
1974,non sense content
1604,golden era hahaha makabili basic needs mahal paranf goldnag bigas nbigyan knb tallano gold napala
1461,want christmas
2089,hindi kakampink lods oppose
1359,niere look
2122,desperado yorme
1424,good morning friend
1884,one talking fault every presidents except marcos
154,buti nalang kamukha
624,atty wlang sasakyan nakakapagbakasyon ibang bansa wlang pambili sasakyan impossible
1849,showie tlaga pati asawa nilalaglag grabe
1468,saang mall
812,lutang sounds familiar
862,gising gising panlilinlang dilawan
1395,asan shirt
889,ksp kse
1170,????
993,sbi bah
260,hayaan nalang leni bkit pinupuna
785,anong koneksyon movie botante binoto bbm nanuod nanunuod sine kuntento
1381,kaluluwa marcos senior hindi rin matagpuan
116,complete attendance magkakaalaman sinu
1589,wag boboto
1144,hehehe
681,pakitang tao boss
455,wla finish ganyan mangyayari
1475,ahahahahha triggered
114,publicity inuulit mamatay adawa yun balak tumakbo naka anib dilaw naku tama
908,gitna nalang magbenta nalang ice cream
2501,bangkay wala noynoy wala ding bangkay
1040,ser
171,tunay nanakaw
970,lol adik
953,pang sstraw content
582,leni kiko tayong
2310,loob eroplano binaril totoo mayroong naka tutok ninoy marcos bintangan god knows
660,nanaman nagbasa differences bills lol
421,solid bbm nasayang
2506,hangin muna subra pakyaw
971,gitna nalang magbenta nalang ice cream
345,gun salute herodes joma
1590,pang sstraw content
