,features_string_format
2299,naku sana pauwiin pinas bangkay ilibing dun libingan bayani
935,tahimik ganyan lagi
435,thank support ing community god bless
85,tama pgsisisi
762,maybe hes fan sport need negative comments people
94,cla pagtatawanan flood nnmn memes nian sure
280,naubos siguro budget europe trip
1341,love mritess
25,thumbs
1406,clue
345,sinama pati paa
2305,lost soul
2264,"piro matuturin amoris ,,, dpat boy rin"
692,wow
723,clang pinklawan
346,nakapag travel ibat ibang bansa kakaloka char
1186,hero john amores lampa cry babies benilde players
2084,mam imelda said divine justice waited patiently god made possible marcos back years sttonger ever
2565,nabubulok
2260,laws npa orligarch
2512,cory law 1987 constitution npa tegi martial law
2057,enters kayamanan tatay madaling makuha madala dto bansa maitulong nasa mahihirap
363,natin patawarin ibang lahi kababayan natin long live inday sara
862,tanas
360,supporter thank supporting esports community
2429,pinanuod blck tnc hahahaahhaha
1209,love kayo
829,plastic balak atang tumakbo election
90,hirap kayo public bus konsentifor kayo madami magnanakaw gobyerno
1780,pasok
1262,comment nalang
1042,fitflop
1869,salamat pangalan iboto
696,amindao bambina maganda economy nuongbtume prrd bumaba pandemic .... salamat bam umamin maayos pamalakad prrd
2331,hypocrisy
1882,kase iniiyak kase pension kukunin
2168,alam binaboy batas katotohanan mayayaman batas
1965,kambing
777,playing mobile legends bam
1961,nsa imburnal
2607,please wag mahaluan politika community please
54,sagot pesos
176,senator rank
1366,tawang tawa comment kilala binoto based comment bawal shushungashunga
2567,dumeretso inidoro sure dederetso nanaman inidoro
450,bam pupush esports salute sayo
77,timawa yang pinklawan
1871,wla kakmpi bam death lhat lalo manalo
1915,best acting goes ......
912,nami miss boss humandabkau 2025 slots senatorial magwawaldas malaking kampanyahan dun winner
1571,bwahahahahaahahahahaha bambam aquino gaga
799,leni kiko tayong
1009,see
726,hindi alam magkano pamasahe
2180,stres pinklawan dilawan
1136,nagtweet former senator bam aquino issue
1130,hahahahahaha
2346,tas infra sasabihin
954,natatawa tatlong wala bang
1359,taga kabilang parlor
2517,dont justify unjustifiable confidential fund
993,pasko reunion
1511,ahahahahagahahahahahahahahahahahahahahahahahaahahahahahahahahahahahahaha bambam aquino pota
645,work
1953,ewan nalang
31,hidden agendamas maganda handa next halalan
2496,paganyan mapunta sakanila credit ....
1085,alam mass offering churches ..... yun alam nameng assembly
786,50pesos
199,sama niyo next time beke nemen
1844,ambot ninyong upat
2167,sayang naabutan noynoy pagkapresidente bbm
1957,"totoo galman pumatay patay galman dalhin dyan tarmac shooting ,,,"
2171,boy pagpag
1564,hay naku
1063,nagmukha syang katawa tawa
259,wala finish
2598,papalit joma lutang
2540,boss mali iniisip pihado joma kasama ninoy cory noynoy sin ramos iginala muna joma kapaligiran porkgatoryo
270,yesd
1172,walastik troll moments hahahahahahaha
2113,bbm sakalam
1164,akala aquino bambam1a
664,ikahit anong gawin tatalunin maam sara lol
857,tama dyan lodz
1949,ayan
942,popoy
2080,masama martial law meron padin consti cory
553,sinu leader niyan
2174,sobrang dami wala silbi magagandang batas natatabunan taeng batas
641,lutang paren
711,ind tapos
2415,basahin ayan sinabe sandro marcos
2370,sleeper bus papuntang bicol
2129,puro plastic bbm
122,count mark
2055,napansin bam aquino parang nagpaparamdam 2016 thank leni dun
2065,kaplastikan
2417,"totoo galman pumatay patay galman dalhin dyan tarmac shooting ,,,"
827,katapat niyan
96,umaasa araw araw lods ayaw nlng magtrabaho maayos puro reklamo
374,sulit boto lods kxe dinasila mkamove
1064,hahahahahhahaha shuta
1478,clean good
904,wah bad hacienda luisita massacre
1514,noto dilawan
1244,hahahahahaha
500,best xmas gift ever hehehe
1867,moreno escort ninoy bumaril nasa hagdanan plang binaril
1873,nko halatang sanay ganyang trabaho kumita nayan
1307,met joma kid know joma gave fruit
1918,namatay ninoy lumabas cory namatay jessie lobredo lumabas lenie
1481,hoy bat hinde quiboloy usapan pqg usapan wanted hinahanap fbi
2524,mostly revised copy paste pinirmahan panot galing dating senador baj pati nakaw dilawan
1228,naku ???
1259,bambam natagpuang nanilbihan gobyerno
1741,negosyante aasenso subukan magnegosyo
124,len len ksp
2280,gagawing 400
1069,twin brother aquino
514,legit ninoy galit marcos mayaman ninoy sadyang mahirap silaw yaman marcos haha
2698,job demolish anyone gets way
1435,hahahajahha
2589,nanlibre
2641,knowlang alam mong sbhn
1028,ood umaga mark
1881,buhay payang dami uto sana konin demonyo kase tao
2693,pang yayari nyan puro marcos sisi hoy gicing tao babawe kme apo lakay solid bbm
1409,fantastic fantastic fantastic fantastic elastic elastic elastic elastic ring ding dong ring ding dong
2024,pagnanalo yarn upo tas pasaraps buhay think twice sayang effort du30 administration
2486,tanga ?!?!
1985,umatend smni debate
1314,natatanga sakanila totoo
848,vegan facebook
1363,salceda rep gsis twg
1437,word day walastik
1096,grabe nanay nindo garo man ini ono
1055,yes ibang .... bodol
1616,hahahahahahhahaha
2122,answer magnanakaw
2274,plastik
542,correct sasakyan public publisity
779,yun banta natalo len len kakagulo
1655,wahahhahahah
420,correct !!!
2170,one talking fault every presidents except marcos
668,lulubog lalo pinas diyan
2286,inutakan ninoy fem tapos ninoy inutakan nmn kano devil tlga
428,mura horror
830,nakakamis nanay pang memes
2037,alam binaboy batas katotohanan mayayaman batas
1646,wawa
1045,korek nakakatuwa nganlangbisipin anu ngat gan kuya noh wawawa
559,bam bida dyan bam title
43,totoo lacson inuna sabihan unang salita
2426,sana presidente pbbm ngyon nalaman totoo
2287,karpentero
1436,bad sasabihin dasurv
2668,pasalamat kayo naniwala sayo bbm nagbahay bahay naku zero vote
238,imaging nasa laylayan nanay
945,ruel silva ayusin wah
1019,kuya rence wala reaction vid mood sampler girls generation
7,salamat pader
1688,mabubuang jud pinas ganyan
1021,commander chief alam
759,wonderful xmas
545,nagbubus photo maryosepbicolana taga naga kya mas kilala pamilya nyn
1659,fantastic fantastic fantastic fantastic elastic elastic elastic elastic ring ding dong ring ding dong
1033,matanda enrile nauna
265,bam tara duo
2494,quibiuloy hinde convicted yong sinabe madam kasinungalingan aquino dilawan pamumuno joma ninoy
1492,matching
972,ocfemianapansin naghanap movie toni puro nasa directors club almst tiket pano makakapanood masa
2677,kritiko yang atorfee tagal
2612,sana mkapasok dilawan 2022
1354,forst
322,obvious pinkish
2323,sniper
2482,ebak
2224,bbm president
1623,sanaol ligtas
555,tamaan kaluluwa lods
929,blackpink ready love reaction mhie
780,nakakatawa
2652,answer plastic artista kase eleksyon ganyan
165,"nagka atsing pgka tapos ,,, sip nakuha jan hirap lokohin ulit pinoy huhuhuhu"
965,well
2202,paganyan mapunta sakanila credit ....
114,tanggalin varsity wag tanggalan karapatan sapag aaral makatapos john amores
1089,love mritess
231,early campaign strategy
2601,bbm resign
608,far know bam natulong problema visa pinoy players international esports
916,uwi kau miss kau rowena guanzon
1002,hahahaahaahhah
1268,krazy angkas
192,nko mgglit ggwa nnmn nng wento pulahan kaan dhil dilwan btas nng libreng kolehiyo nng aaral
408,nalang kinocompara mahal sine pambili nlng ulam bigas hehehehe
269,utot mama lenlen
2128,makating bulsa
1108,gadon
1813,meron naka encounter tyo lawyer lutang
1166,mark merry christmas namamasko
2683,kurakot
1316,fitflop
2138,hindi mananalo bumoto wag nilulumot kaka panira
2111,hoy hindi mauuto
209,kailan lalayas
1704,insert
2081,ans election
1666,sbi bah
572,!!!!
1591,2016 yun effect fpgma
1249,balik kna gabby sana
631,"aaminin lalo silang masisira sira ,,, sisirain ala natira"
1238,ruel silva ayusin wah
1079,bagay boy 10k
316,true mauto
771,ppansin iboto sunod election
1898,laborer
1698,hahahha
455,early nman gawlu
2040,stres pinklawan dilawan
1044,ramos lods pede kmi lumapit sayo charity nmin girls orphanage pamp sana mapansin salamat godbless
955,ready love
2218,alam kun kayo pumupinta ospital pinagawa macoy samantalang pinagawa cory rebulto inubos laht asset pilipinas
2306,kambing
791,hnde cia aantay kalsada dati
372,nuod recruit hayst
1480,auq grabe silaa
524,norberta amo
1159,shet
2182,epal moves
1175,bamby fuentes bamby oil
1632,kuya reaction video ready love
118,opo opo opo masaya 2nd coming hahha next nasa line aabot nang 2025 isa2x masaya sobra2x
745,middle finger sakin well deserved
1556,6years need maka bawi
2381,leni lugaw
2020,investible funds gsis kukunin hindi mismong pension mas right timing iinvest perang bear timing
2005,misfire nangyari ninoy madiin macoy tao pumutok kamali iming
560,jusmiyo
835,"2025 election coming preparation ,,,,"
164,hindi aaksaya ganun papabor inyo nyong fakenews totoo ayaw mamulat katotohanan
66,hangcute bam
888,bigay leni bbm yrs ingat guyz parang sanib pwersa cla july
184,ppl hate bec hes aquino ppl know esports community thank much
2501,words pakitang tao
1595,bayad buy ayy este banat bay
1714,hero john amores lampa cry babies benilde players
1534,walastik troll moments hahahahahahaha
48,niyo iniisip kukunin pension pera intindihin niyong mabuti sinabi cong sando interview
2361,magpaalam kayo dilawan tapos
1800,utos
1248,atorfee anong kaso
133,salbahe tlga lugaw ibagsak nia bansa natin
1588,duterte nakaupo lalabas anak bonjing
419,puro fake news tong fenklawans
72,kainuman joma osama bin laden
1462,good gabi buds
2047,plastic plastikan
1487,mark merry christmas namamasko
344,pano mapapansin nagbus
36,maniwala jan pati anak nia kasama nia bus
2255,tatay humiga airport bayani amo
1399,golden era hahaha makabili basic needs mahal paranf goldnag bigas nbigyan knb tallano gold napala
2338,plastic sagot
2483,kind press release work nowadays based prev works
734,hoy gising !!!
1781,leo martinez aka robert bumaril
1624,still waiting ready love reaction
461,natural secretary dep pinapaalalahan amores wag pabayaan padin aaral
558,thank bam super appreciated suporta ninyo esports
744,naku cinehan samin pbbm kmi
1535,krazy angkas
2456,election 2022
2343,pictorial
2200,ginwa tpos naulit second chances
1133,wahahhahahah
908,haha
781,leni kiko talo
2539,pretender
2107,maglaban sandro bam sandro
2144,sobrang talino lodi lock utak
1903,sasanib raoul manuel !!!
846,sinuksuk daliri madumi
992,walastik
1513,smb
2099,family goal
2032,sagot mapagpanggap
2675,kagagawan niyan alam ninoy mamamatay
394,matagal nang solid supporter bam aquino esports community
623,katawatawa
352,exposure toink ....
183,idol tong bam ata sumusuporta esports scene
62,buti maniwala inyo dnila nkita ugali
2554,desperado yorme
1498,noto dilawan
530,bigyan bonos yarn
1330,alam mass offering churches ..... yun alam nameng assembly
1690,sos
73,cge royal ramble riders palang umatras kayo
703,kaarte arte
1968,1983 2022 .... issue rin hanggat tumatakbo marcos wala kasawa sawa dilawan gantong kwento nakarma
2441,kaloka nde maloloko plastik
343,hinati pinas sus
324,eyeshadow
671,deritso emperno yun dami sinira buhay
1858,buhay lolo lola cuneta nuon ganun sayang kakie dna naabutan ata yun
996,manny pacman president
1642,commander chief alam
628,magbabus papunta amerika mas mawa pambili mamahaling bag tapos
1880,support bbm
2363,tska bus laging stop
1767,see
1328,lol adik
941,pati building paligid tao pati kuryente poste
2100,kaloka nde maloloko plastik
637,mukha pinag sinabi kanta bagong pilipinas bagong mukha hindi apilido marcos duterte mukha naba aplido ngayun
620,ganun nmn .... gold bas pnoy ala mabawi yun
1139,well
1320,bambam baembaem
1173,ahahahhahahahahhahahahhahahah ansakit chan hype !!!!
463,like bam
831,dala kampanya nyan luma len len
2119,greatpretender
1981,solid marcos loyalist prin kmi
842,anong paandar leni malayo elekyon
2649,leni wala bang sawa nako lugaw namn champorado wag puro lugaw bagyo nanga babagyuhin lugaw wag ganun
1976,aapply cla cook carpenter mason farmer boto cla professional
480,bus posibleng dalang bodyguard
385,salamat
1539,balik kna gabby sana
2663,bkit hindi nagwawala frankie npaisip dun
737,halos wala talagang nanood movie ngaun talagang hirap nagtitipid tao
879,something fishy
851,proof patay
1070,senador bambam
1027,pamilya cuangqo
939,alam mass offering churches ..... yun alam nameng assembly
255,babarilin kaluluwa nyang naglalagalag makabalik
1092,wala nay magpailad rong panahona
1774,buti sana single captain
1747,clue
617,utang loob
1543,bambam natagpuang nanilbihan gobyerno
1706,blackpink ready love reaction
1235,hello
166,hehe ganon lodz 14m nabola koki matsing aniduro bagsak pinklawan
2462,makating bulsa
200,awa epek mama len len
2562,investible funds gsis kukunin hindi mismong pension mas right timing iinvest perang bear timing
1287,hindi sandro nagpanuakala 1st lady lisa araneta marcos
2392,pano magkaka surplus national debt natin 511 trillion noong pinoy san kukuha surplus fund
1924,answer bbm2022
1005,kol away kaaway buhay samantala kilala amores tao sinaktan
288,koto
2108,katangahan
2019,answer magnanakaw
100,nilabas maharlika wealth fund pinaliwanagan muna taong bayan ayan imbis maayos sana dami tuloy kontra
1253,"shock mark ,,,"
1382,potek walastik
1717,natatanga sakanila totoo
56,tumindig nlng kayo ukraine bagay kayo sakali maawa putin iyak nio
1099,great president philippines
1226,"sana jowa sandro marcos jillian robredo total crush nmn magkakapatid sandro marcos ehh ,,, unite"
581,anong gawin tatalunin maam sara lol
2231,noway
317,agree 100
520,tama lod umaasa
766,yes buti
1794,korek nakakatuwa nganlangbisipin anu ngat gan kuya noh wawawa
1668,mark merry christmas namamasko
1326,yes ibang .... bodol
1199,waiting magpunta mark tuan mapagkamalan mark villar tahimik rin yun
2352,nahihiya niyo jusko
2015,nku wag awayin dilawan pong dilawan close pbbm ngaun
1952,maganda nang marcos hintay umpisa palang mas lalo kang maingit tapos hintay wag magmadali
1678,blackpink ready love reaction
1586,hello idol
1122,unahin emosyon reading comprehension bow
1090,sorry
1198,auq grabe silaa
1722,tawagin carpio
2633,exciting part
629,mgpbuntis angel mgiging masaya buhay sarap pamilya hirap ginhawa buhay
2097,election kase hahha
1851,parang bote nang softdrinks mas mahal plastic
826,kmukha bam
529,proud akong ipaglaban bbm nanalo
2684,tatakbo next election supporta kabataan gamer madami voters next election
2177,itanong cory kng papatay
46,wag
839,rest hell fucking joma sison rot hell
2141,iyak
395,malayo sunod eleksyon magpakamasa maaga
2528,ndi basta basta pagplano takes much time kawawa marcoses
721,aral matalino wala nang mauuto npa house
1167,hehehe
2377,alam marcos matay ninoy aquino
707,manalamin muna riza makikita cno tlg
3,lods aasahan pink sempre lods pinagmanahan ina nika
126,wow maisip
2608,bbm
1926,wag kalat nnman
2696,solid marcos loyalist prin kmi
326,lutang kba
1467,hahahajahha
2169,nanood bam pano lampasuhin nxpe
1820,mema yang mema content
679,rest hell
2006,great pretender lalakas photo ops pwe
1750,hahahahhahahahqahhahahahhah
758,way yellowtard
1052,balik kna gabby sana
1620,kabbm sara please follow mas pang videos uniteam
469,always supporting esports thanks bam
1860,answer pakitang tao
1603,word day walastik
285,yaho present
2074,pictorial
2009,itigil dalawang aquino pangulo ayaw paimbestigahan pamilya aquino kamaganak nagpapatay
1672,payr
1121,boy adik author gawing university recto
1269,hahuhu
892,nice nice
1631,blackpink ready love reaction mhie
1451,cno master mind dios alam
510,pls support mobile legend way support esports pls
247,pumayat bam paramg tumaas balikat
819,pinipilit prrd hindi bagay
267,reklamo reklamo mahal sibuyas tapos pangnood sine
1874,pdaf wala reklamo taumbayan ndi nakinabang dun napoles
552,lutang sounds familiar
230,bam pong team sinusuportahan niyo
2666,akala mananalo mar dati binalak
1292,gadon sakalam
2471,ginwa tpos naulit second chances
241,sumakay bus mananalo susunod eleksyon
1380,pamilya cuangqo
2409,sisihin yun pangatlong pulis tinignan
2481,iyak
1152,bigla narinig gadon
123,nandyan parin alipores wag muna kampante
1537,gagi hahahahahahahhahahaha
1818,ans election
2307,need action education background state man kuno
595,sure kumukulong tubig masarap sabaw tibola
2275,namang magtatanim palay naka pants tapos mahpipintura talawang kamay tapos lalay nanga hallow blocks naka gloves
320,ginawan hero shhees autopick tlg sakin
1680,2016 yun effect fpgma
1241,hahahahahaha kaluka
2655,bam hollow blocks tapos
2219,joke
1884,sagot mapagpanggap
1636,hahahahhahahahqahhahahahhah
2560,acting tama
2199,moreno escort ninoy bumaril nasa hagdanan plang binaril
2591,mandarambongbong
134,tamoh !!!!
569,wag duon victory party edsa wag makisabay
960,hahahahahaha
1836,pinkawan
665,tunay nmn mapapatanong sana pinaayus mnlng daanan nyang lugar mapapamura
2619,kita sundalo sumusunod sakanila wala papalapit babaril bbm parin wag gamitin bbm
2160,pdaf wala reklamo taumbayan ndi nakinabang dun napoles
1434,hahahahahaha kaluka
1570,cla makapag move
1370,fitflop
1214,mom
2448,diretcho inidoro bbm solid kmi
1035,bombelya
2002,tas infra sasabihin
833,maalis muna corrupt officials corrupt mahirap magtiwala mayaman sana bansa corrupt
1822,akala nla maano tao maraming pupunta dun
2298,wala jomasison kapalit galamay
327,pakitang gilas 2023 goes lugaw
704,nnmn uusapan next live
2342,bbm sakalam
627,sakto lods
2563,edsa revolution hell revolution
1352,fantastic fantastic fantastic fantastic elastic elastic elastic elastic ring ding dong ring ding dong
2196,lutang ??? yong tumakbo president hindi alam isla phil leni .???
886,tiktok
957,bombelya
899,huwagsa movie pwede
1217,wala nay magpailad rong panahona
1196,want christmas
466,nakataas kamay paa nakataas saya !!!
