,features_string_format
2178,parepareho nmn dilawan
415,merry merry christmas
1334,matagal tagal nang wala trono taning ninoy corykong nakaupo dun
2256,matoto pilipino karanasan politika
479,well said kakagising idol
1433,pamilya cuangqo
1995,"aaminin lalo silang masisira sira ,,, sisirain ala natira"
1771,gawin mama leni hindi naniniwala balakajan ante leni
1178,nakakabili branded bags nakakapunta ibang bansa sariling sasakyan
984,alam
2176,papansini nman
1262,namatay ninoy lumabas cory namatay jessie lobredo lumabas lenie
811,daming ganap mama lenlen
1396,tumira matagal tapos bus video car
1179,pacute
363,kmusta mark
2074,pakita muka magnanakaw marcos karmahin sana
985,alcohol cologne thank much manifesting praying youre best goodluck godbless
1918,joma wish well hell
967,matic kunyari commute
2041,hindi bigyan chance maka ginagamit tao
1736,hehehe cguro viral
1928,kadala dala
615,salamat tigil ninyong pagsubaybay maam leni anak
133,saya saya yaho
238,hail yehe
1335,tama kmi pwede
186,tama idol pang laylayan
2314,naku wag namang sumanib lutang
1648,sqbi and2 lupa wlang mapupintahan impyerno maghasik npa lumaban satanas
618,sisisi nasayang boto pbbm
835,yaw pang tumigil
1084,patay patay nanakaw parin kalayaan pagiging presidente mamulat kayo
1308,tama dyan
966,float
267,masyadong visible matutuwid
2010,sumanib nlng mama lenlen
1441,statement duterte ehh
1982,maawa 31m enough dramahan
2014,pansin nanay lenlen paawa 3pek
1412,hinanap barko san dadaan bus
463,masyang masaya
2283,epal effect strategy nay len lalo nakaka inis gawa
1271,hindi kakampink lods oppose
1624,inutakan ninoy fem tapos ninoy inutakan nmn kano devil tlga
43,love song much !!!!! kinda song start yourr day beautiful
448,sinama pulitika showbizpasalamat mas marming bbm supporters nanood movie number movie
1223,sige matapos yang kakamping komonistang ccp npa ndf !!! mabuti tumahimit bansa !!!
1610,pumasok politika tas binaril kalang erport
1906,buti mtatalino bumoto bbm inay patay tayong nkktakot cya msama plano
913,andrew malakas
1971,makalusot
2199,malooy tawon katawhan
1169,hahahahahhahaha shuta
2360,ipokrita idol dati mukhang masa
394,masyang masaya
247,bbm president
1372,totoo patay sison
1662,sos pati pagka matay pulitika respito nlng sana pamilya namayapa tsk tsk
1708,sqbi and2 lupa wlang mapupintahan impyerno maghasik npa lumaban satanas
620,hope get
274,shawe nadali kakie
1265,plant seed twag lods nxt halalan
806,tatalino lads dami tawa 31m
382,correct sasakyan public publisity
826,itanong cory kng papatay
180,real talk
2209,sana sinali photo yong entourage lenlen
774,confirm wathdraw manny president antay kayo salute manny hari boxing
175,korek
311,ipinapakita safe magtravel pinas prrd pbbm
1327,bbm malakas
459,nanggaling pension dba kinita investment
2159,drama arte
2218,non sense content
445,one month celebrate
1460,face reveal
1978,lol adik
1987,paktay tau jan
1395,sau kuya comment pinilit maniwala imposible sau bus orrd taxi naniniwla
737,quibiuloy hinde convicted yong sinabe madam kasinungalingan aquino dilawan pamumuno joma ninoy
663,hero john amores lampa cry babies benilde players
136,pahumble
419,proudforever kakampink solid leni
1961,nanay lenlen pla masisiraan ulo tuluyan hay kasunod issue lods
2366,hypokrita
91,bbmsolid
412,agree
970,tinatanong live kakampink ngaun napuntanaipatayo 3trillion pera taong bayan dba
272,huh anong reasoning kapanipaniwala namang nagbubus pang naga jusq koya
405,tama idol
2153,pinklawan sigaw sigaw tallano gold kaming 31m supporter pbbm chilax
1259,hahahahahaha kaluka
1796,nanaman fake news reenactment video nakikita nyan military ipinakita agrava commission
647,president maam leni love poh ingat palage god bless
395,confirm wathdraw manny president antay kayo salute manny hari boxing
234,solid marcos loyalist prin kmi
2224,puro fake news tong fenklawans
1820,buti pansine kuda kuda presyo sibuyas kayo talagang millions patawa
578,dol umaasa sayo charot
2030,lutang paren
1347,forda picture ferson
2037,nonsense answer bang imanage pilipinas lutang
227,owner bus
1323,mema ganurn
2174,jusko iintindihin kris tumakbo ganung hindi magka daugaga sakit unahin magpagaling
441,present best christmas gift ever
1091,frankienstien
1755,wala panis ganyang gimik
1846,basic manila baguio 6hrs nku lugaw wala maloloko nlng
1145,mahirap mundong ginagalawan natin halos kalahi natin mapang husga kunting kakamali hinuhusgahan agad
246,hope get
2308,nanaylenlen
1886,lutang sounds familiar
2134,makapiling tatay masi kriminal naka kulong
988,krazy angkas
1729,controlado media kalat nang kasinungalingan
1257,tugtugin nayan lods sinabi mama lenie
1863,tanga maninila jan nanay lenlen sana buss
460,mark keep safe always god bless
1461,research abt wla aus paliwanag wala alam nakasulat dmo binasa bulagbulagan hnd member
165,hnd ppyagan lord pamunuan puso takot dios
1244,hindi mabibilog utak tao hindi salita basihan du30 malkas
643,matalino nakaka intindi sara tao deserve 2nd chance perfect tao
18,correct convince sara aral tapusin nasimulan
666,proudforever kakampink solid leni
2081,magpaalam kayo dilawan tapos
591,gabby nagmana pati kabaitan suplado
883,300 hoping win
2032,hay naku
1241,birhen lenlen
2162,welcome impierno hehehe
1578,hahuhu
742,gabby nagmana pati kabaitan suplado
1593,basta bise presidente inday sara sakalam
860,malaman pano magpapapansin lenlen
1842,plang marites nka ban langit empyerno
280,solid pbbm vpsara
319,yahopoo
636,!.. galing
839,tumingin kayo
584,true
981,huwagsa movie pwede
2141,papansini nman
1054,afaty nanisi
1136,clang pinklawan
1015,uyy back
502,pahumble
1597,balik gawi nanay omepik style pra mka relate charroot nanay
2344,ppansin iboto sunod election
2205,nanaman nagbasa differences bills lol
808,yng turo schoo gamit sniper gamit
1102,walastik
122,masyadong visible matutuwid
548,boboto tony election
915,edad nauna
1329,lalaking lumapit bumaril ninoy
1252,300
212,best xmas gift ever
150,yes bbm sarah solid
540,natural secretary dep pinapaalalahan amores wag pabayaan padin aaral
1914,tunay bayani bumaril hindi ninoy
450,godbless philippines
116,sinama pulitika showbizpasalamat mas marming bbm supporters nanood movie number movie
439,nanalo bbm kaloob diyos mabuti syang puso totoo hindi mapag imbabaw
2096,dami say tahimik katips nilangaw
2106,sabihing feel laylayan
1307,alam binaboy batas katotohanan mayayaman batas
1063,isip
1003,hyttss
1268,madaling hulaan presidente binoto true
1213,nang mgcollege pnganay mgksama mliit apartment asawa ank kht binibgyan cla pnsmantalang bahay pnoy dat tym ayaw jessie
2072,naku hirap maipagmalaki idol binabantayan
1065,kala seryoso matagpuan
854,ibigsabihin hindi kilala oldies
1270,31m nka taas kamay
1205,indelible ink dpat finger point kanan kamay tama correct wrong salamat
1358,nakuha muka
275,totoo convicted criminal liability already served payment penalty
895,kasa video nagsasarili
837,hands
1944,bata minulat samin teacher nmin elementary marcos nagpapatay aquino hnd
251,idol kaso ayaw nang lawyer pera pera
2269,way another aquino
1494,300 mahigit 300 bags napaintan pam
1122,aantay donation lods
1852,knowlang alam mong sbhn
1127,luh naghihirap yarn nagbayad
2203,nde masaya kundi subrang saya sana sumunod kampon
696,masyang masaya
1756,sablay balita
1983,wla kotse kampanya early mama lenlen
471,correct
611,idol boxing
1933,parang naag iisip rin magnanakaw marcos inisip thanks god pbbm pres
1337,experience aktibista
1439,hindi binoto leni robredo ganitong istilo peace
1391,ndi maharap manuod kmi buhay pamilya ndi asa gobyerno
1551,buti sana single captain
2293,realtalk nanakawin yong corrupt dyan pulitiko hindi nakikinabang posesyon
946,tapos daming paruparo pagbaba bussabay labas rainbow
631,nanalo bbm kaloob diyos mabuti syang puso totoo hindi mapag imbabaw
775,correct sasakyan public publisity
1340,hahahahahhahha shuta mhie
740,best christmas gift
411,thumbs idol
1020,asan patunay nakasakay tlaga nanay bus pauwing bikol
1763,babalik nayang sharon gabe wala iiwan nayang kiko
2147,uumpisa nman madumb
2043,humble effect mama lenlen
1389,true piro abusado ipataw judgement
771,wag natin patulan bagkus hikayatin natin manahimik makipagtulungan susunod mamumuno
393,bbm sarah solid
2087,kaninong side laging babanggit tallano gold yun umaasa
1813,bangkay wala noynoy wala ding bangkay
1810,kalabanin dilawan kim jong
2367,puro paganda dyansa nagsimula paghihirap nang pinas sinisisi bagong president nahirapan ibangon lugmok
1959,korek akala bobo rin mamayang pilipino tapos galing tour
1647,lutang ??? yong tumakbo president hindi alam isla phil leni .???
1101,senator
2270,sakit tiyan tawa caption bagay bagay matsing
2279,sisihin yun pangatlong pulis tinignan
579,idol boxing
886,pro namatay
159,tama decision vpsara give another chance needs guidance surely hell fine
1783,gagawa sariling impyerno kukumpitensyahin taning
2184,publicity
999,mayaman nmn
1532,lods naka convoy sasakyan camera
1247,gising taong bayan pekeng edsa revolution daming naloko nyang alyansang .... naku wag
1026,paalala standing kaso wala kayo napatunayan
1907,joke
2040,terrorista joma
939,wag duon victory party edsa wag makisabay
1776,pinklawan kayo napapagod
1692,man full confident unprepared real battle politics
1234,kkunwaring bbm supporters pinkish
1614,ndi kalevel wag mong ipilit
1149,aqo
841,aminin plano tumakbo 2025 balik laylayan peg
375,tamoh !!!!
1750,nagpapansin pinklawan hay naku
249,idol mark
1921,kilala lutang mark
352,tam jan lods
420,grabe mark realtalk
350,never nagsisi binoto marcos umpisa palang bet yang lenii
2050,paawa sus wala kotse imposible nman wala
1229,nakapag travel ibat ibang bansa kakaloka char
294,nice one idol
318,one month celebrate
1277,kinikilabutan nakakatulog mahimbing
2298,yang bilog kasama riyan utang marcos ganyan cge bbm utang trillon
482,sasabi kamali nang content creator finolow
746,mabuhay pilipinas
248,bbmsolid
40,correct convince sara aral tapusin nasimulan
433,big yes idol
1472,ata 2028 obvious plastic
801,hands see taning
341,natural secretary dep pinapaalalahan amores wag pabayaan padin aaral
1740,nagsimula nagpapa veda making things messed recent panis
101,agree bro
1543,yellow demons earth corrupt garbage government
2249,tatay humiga airport bayani amo
561,yes shes one president president 17th president philippines
168,dol umaasa sayo charot
2290,heheheehe yayamanin yarn
2146,paawa lugaw
834,madaya
123,bbm sara solid
1442,bus netizen post kasma bus parang wla post
304,nice idol
1109,design mamamink
2326,mention kapa tanong dimo sinagot basic proud kaba soj hindi hirap sumagot
292,basta bbm rin magbabago
2133,yong sundalo pupunta gyera bala
1314,sumanib atom rissa coco atb
1994,tagal panahong ibinintang marcos akala hindi alam marunong god
2282,paandar talunan makamove pinklawan
410,true buti natalo
1664,deritso emperno yun dami sinira buhay
1176,meron naka encounter tyo lawyer lutang
522,never nagsisi binoto marcos umpisa palang bet yang lenii
255,lakas nang imagination hahhaha
1416,wat ifs pinili prin nyang bumili ssakyan gsto nyang mamuhay payak buhay
1778,pulis reaction hinayaan barilin
1068,waiting magpunta mark tuan mapagkamalan mark villar tahimik rin yun
902,utot
457,gwapo kasai papa gabi
744,bsta kmi mulat mata nmin
558,masyang masaya
727,tama lodz
585,good morning friend
377,bbm president
1332,kaway kaway
2333,obvious pinkish
1117,wag kang magalak pagka kaaway nabubuwal kasamaan nia dios nmn mananagot magagawa natin ipanalangin natin
654,idol
329,hero john amores lampa cry babies benilde players
388,foi bill transparency none gain trust thats answer transparency forms
1040,300 quickpanalowithgonegosyo
1290,"2025 election coming preparation ,,,,"
1667,corykongpanotabnoy aquino magnanakaw corykongpanotabnoy aquino magnanakaw corykongpanotabnoy magnanakaw
519,tamoh !!!!
1683,leni lugaw ttakbo ulit aga
825,lokohin nman kakampink milyonaryo
1826,loko
1590,galawan
428,well said kakagising idol
2381,bbm resign
632,leni cge nlng presidente
1800,joke
595,shawe nadali kakie
604,matalino nakaka intindi sara tao deserve 2nd chance perfect tao
1151,yess !!!
2132,another pinkwaya butata
78,game
1480,abangan nating susunod chairman babae
488,agree
1064,yes tama
729,yey !!!
1892,korek nakakatuwa nganlangbisipin anu ngat gan kuya noh wawawa
1851,opss sunog agad
1111,kala paalam
198,correct convince sara aral tapusin nasimulan
680,solid marcos loyalist prin kmi
1910,puro nlang kayo edit kawawa nlang kayo
1488,ordinary
1656,kangkongan kayo
313,back back negative gdp inflation tinaas dolyar peso inutang noong tinaas gumanda
57,tama lods
172,nagbus pra kunwari simple kono anak aral america patawa aling leni magaling drama
884,tawang tawa comment kilala binoto based comment bawal shushungashunga
220,tama lod umaasa
22,pagkakataong magbago amores
295,mas makakapahinga bus masmalaki matitipid bus pauwi bicol
1443,batas natorture diba binago constitution diba kayo nakaupo palasyo hay nako
1359,malayo sunod eleksyon magpakamasa maaga
953,ordinaryong tao private car patawa manang len len
1569,hahahahhaha nagpaparamdam nanay lenlen
351,one month celebrate
569,mabuhay pilipinas
